year,month,area,uf,className,numPol
2016/2017,10,66.53,MT,CS_GEOMETRICO,24
2016/2017,10,361.45,MT,DEGRADACAO,273
2016/2017,10,160.34,MT,DESMATAMENTO_CR,714
2016/2017,10,0.94,MT,MINERACAO,9
2016/2017,10,476.17,PA,CICATRIZ_DE_QUEIMADA,514
2016/2017,10,39.13,PA,CS_DESORDENADO,11
2016/2017,10,10.88,PA,CS_GEOMETRICO,5
2016/2017,10,240.06,PA,DEGRADACAO,306
2016/2017,10,180.53,PA,DESMATAMENTO_CR,1019
2016/2017,10,0.63,PA,DESMATAMENTO_VEG,5
2016/2017,10,7.83,PA,MINERACAO,64
2016/2017,10,80.14,RO,CICATRIZ_DE_QUEIMADA,122
2016/2017,10,23.91,RO,CS_DESORDENADO,5
2016/2017,10,1.21,RO,CS_GEOMETRICO,1
2016/2017,10,70.1,RO,DEGRADACAO,116
2016/2017,10,168.7,RO,DESMATAMENTO_CR,889
2016/2017,10,527.71,RR,CICATRIZ_DE_QUEIMADA,135
2016/2017,10,83.53,RR,DEGRADACAO,76
2016/2017,10,15.69,RR,DESMATAMENTO_CR,81
2016/2017,10,0.24,RR,DESMATAMENTO_VEG,2
2016/2017,10,254.46,TO,CICATRIZ_DE_QUEIMADA,88
2016/2017,10,6.44,TO,DEGRADACAO,10
2016/2017,10,3.97,TO,DESMATAMENTO_CR,23
2016/2017,11,3.73,AC,DEGRADACAO,12
2016/2017,11,4.62,AC,DESMATAMENTO_CR,42
2016/2017,11,32.2,AM,CICATRIZ_DE_QUEIMADA,42
2016/2017,11,5.5,AM,CS_DESORDENADO,3
2016/2017,11,11.01,AM,DEGRADACAO,16
2016/2017,11,13.42,AM,DESMATAMENTO_CR,75
2016/2017,11,3.61,AP,CICATRIZ_DE_QUEIMADA,1
2016/2017,11,3.18,AP,DEGRADACAO,2
2016/2017,11,0.51,AP,DESMATAMENTO_CR,6
2016/2017,11,230.75,MA,CICATRIZ_DE_QUEIMADA,130
2016/2017,11,7.91,MA,DEGRADACAO,16
2016/2017,11,42.71,MA,DESMATAMENTO_CR,201
2016/2017,11,190.08,MT,CICATRIZ_DE_QUEIMADA,246
2016/2017,11,41.62,MT,CS_DESORDENADO,23
2016/2017,11,26.47,MT,CS_GEOMETRICO,10
2016/2017,11,148.57,MT,DEGRADACAO,194
2016/2017,11,111.65,MT,DESMATAMENTO_CR,515
2016/2017,11,0.33,MT,DESMATAMENTO_VEG,2
2016/2017,11,0.51,MT,MINERACAO,4
2016/2017,11,43.76,PA,CICATRIZ_DE_QUEIMADA,68
2016/2017,11,43.86,PA,CS_DESORDENADO,7
2016/2017,11,3.99,PA,CS_GEOMETRICO,2
2016/2017,11,135.98,PA,DEGRADACAO,116
2016/2017,11,138.49,PA,DESMATAMENTO_CR,768
2016/2017,11,1.11,PA,MINERACAO,12
2016/2017,11,7.94,RO,CICATRIZ_DE_QUEIMADA,12
2016/2017,11,26.1,RO,CS_DESORDENADO,8
2016/2017,11,14.4,RO,DEGRADACAO,27
2016/2017,11,36.63,RO,DESMATAMENTO_CR,228
2016/2017,11,0.82,RO,DESMATAMENTO_VEG,5
2016/2017,11,18.79,RR,CICATRIZ_DE_QUEIMADA,13
2016/2017,11,28.25,RR,DEGRADACAO,23
2016/2017,11,7.36,RR,DESMATAMENTO_CR,30
2016/2017,11,1.09,RR,DESMATAMENTO_VEG,4
2016/2017,11,42,TO,CICATRIZ_DE_QUEIMADA,37
2016/2017,11,1.13,TO,DEGRADACAO,2
2016/2017,11,7.74,TO,DESMATAMENTO_CR,18
2016/2017,12,0.18,AM,DESMATAMENTO_CR,1
2016/2017,12,4.96,MA,CICATRIZ_DE_QUEIMADA,8
2016/2017,12,3.67,MT,DEGRADACAO,3
2016/2017,12,11.75,MT,DESMATAMENTO_CR,12
2016/2017,12,3.74,PA,CICATRIZ_DE_QUEIMADA,5
2016/2017,12,1.19,PA,DEGRADACAO,3
2016/2017,12,1.68,PA,DESMATAMENTO_CR,13
2016/2017,12,0.65,RO,DESMATAMENTO_CR,3
2016/2017,12,0.4,RR,DESMATAMENTO_CR,2
2016/2017,12,4.78,TO,CICATRIZ_DE_QUEIMADA,8
2016/2017,12,3.62,TO,DEGRADACAO,4
2016/2017,12,1.84,TO,DESMATAMENTO_CR,5
2016/2017,1,5.61,AM,DEGRADACAO,5
2016/2017,1,8.57,AM,DESMATAMENTO_CR,30
2016/2017,1,0.4,MT,CICATRIZ_DE_QUEIMADA,2
2016/2017,1,1.73,MT,DEGRADACAO,5
2016/2017,1,15.33,MT,DESMATAMENTO_CR,33
2016/2017,1,3.92,PA,DEGRADACAO,7
2016/2017,1,8.24,PA,DESMATAMENTO_CR,49
2016/2017,1,1.24,RO,CICATRIZ_DE_QUEIMADA,1
2016/2017,1,1.45,RO,DEGRADACAO,4
2016/2017,1,16.69,RO,DESMATAMENTO_CR,79
2016/2017,1,1.64,RR,DEGRADACAO,3
2016/2017,1,9.45,RR,DESMATAMENTO_CR,27
2016/2017,1,8.55,TO,CICATRIZ_DE_QUEIMADA,1
2016/2017,2,0.52,AM,DEGRADACAO,3
2016/2017,2,3.9,AM,DESMATAMENTO_CR,24
2016/2017,2,1.34,MA,DESMATAMENTO_CR,10
2016/2017,2,1.2,MT,CS_GEOMETRICO,1
2016/2017,2,10.24,MT,DEGRADACAO,16
2016/2017,2,67.57,MT,DESMATAMENTO_CR,123
2016/2017,2,0.14,MT,MINERACAO,1
2016/2017,2,0.68,PA,DEGRADACAO,3
2016/2017,2,7.3,PA,DESMATAMENTO_CR,32
2016/2017,2,0.76,RO,DEGRADACAO,5
2016/2017,2,20.98,RO,DESMATAMENTO_CR,107
2016/2017,3,0.13,AM,DEGRADACAO,1
2016/2017,3,1.27,AM,DESMATAMENTO_CR,5
2016/2017,3,0.5,MT,CS_GEOMETRICO,1
2016/2017,3,17.2,MT,DEGRADACAO,22
2016/2017,3,57.42,MT,DESMATAMENTO_CR,136
2016/2017,3,0.21,MT,DESMATAMENTO_VEG,1
2016/2017,3,0.39,MT,MINERACAO,3
2016/2017,3,2.09,PA,DEGRADACAO,3
2016/2017,3,5.45,PA,DESMATAMENTO_CR,16
2016/2017,3,3.73,RO,DEGRADACAO,12
2016/2017,3,9.39,RO,DESMATAMENTO_CR,40
2016/2017,3,5.21,TO,CICATRIZ_DE_QUEIMADA,3
2016/2017,4,0.28,AC,DEGRADACAO,1
2016/2017,4,0.24,AC,DESMATAMENTO_CR,1
2016/2017,4,2.5,AM,DEGRADACAO,5
2016/2017,4,18.18,AM,DESMATAMENTO_CR,28
2016/2017,4,0.54,MA,DESMATAMENTO_CR,1
2016/2017,4,2.94,MT,CICATRIZ_DE_QUEIMADA,8
2016/2017,4,17.88,MT,DEGRADACAO,30
2016/2017,4,61.43,MT,DESMATAMENTO_CR,184
2016/2017,4,1.64,MT,DESMATAMENTO_VEG,7
2016/2017,4,0.4,MT,MINERACAO,2
2016/2017,4,0.68,PA,CS_DESORDENADO,2
2016/2017,4,10.93,PA,DEGRADACAO,18
2016/2017,4,22.33,PA,DESMATAMENTO_CR,45
2016/2017,4,1.75,PA,DESMATAMENTO_VEG,4
2016/2017,4,1.16,PA,MINERACAO,8
2016/2017,4,8.53,RO,DEGRADACAO,21
2016/2017,4,16.16,RO,DESMATAMENTO_CR,55
2016/2017,4,0.64,RO,DESMATAMENTO_VEG,3
2016/2017,4,2.38,TO,DESMATAMENTO_CR,4
2016/2017,5,0.69,AC,DEGRADACAO,2
2016/2017,5,0.44,AM,CICATRIZ_DE_QUEIMADA,1
2016/2017,5,2.72,AM,DEGRADACAO,7
2016/2017,5,71.9,AM,DESMATAMENTO_CR,170
2016/2017,5,2.18,AM,DESMATAMENTO_VEG,3
2016/2017,5,0.23,AM,MINERACAO,2
2016/2017,5,1.94,MA,CICATRIZ_DE_QUEIMADA,4
2016/2017,5,5.06,MA,DEGRADACAO,4
2016/2017,5,5.73,MA,DESMATAMENTO_CR,23
2016/2017,5,1.74,MT,CICATRIZ_DE_QUEIMADA,4
2016/2017,5,11.13,MT,CS_DESORDENADO,5
2016/2017,5,47.99,MT,CS_GEOMETRICO,17
2016/2017,5,89.67,MT,DEGRADACAO,76
2016/2017,5,163.41,MT,DESMATAMENTO_CR,376
2016/2017,5,2.64,MT,DESMATAMENTO_VEG,7
2016/2017,5,0.6,MT,MINERACAO,7
2016/2017,5,1.99,PA,CS_DESORDENADO,1
2016/2017,5,12.85,PA,DEGRADACAO,19
2016/2017,5,33.47,PA,DESMATAMENTO_CR,95
2016/2017,5,2.15,PA,DESMATAMENTO_VEG,9
2016/2017,5,14.48,PA,MINERACAO,113
2016/2017,5,16.44,RO,DEGRADACAO,43
2016/2017,5,64.64,RO,DESMATAMENTO_CR,236
2016/2017,5,0.84,RO,DESMATAMENTO_VEG,7
2016/2017,5,0.9,TO,DEGRADACAO,2
2016/2017,5,1.21,TO,DESMATAMENTO_CR,5
2016/2017,6,0.18,AC,DEGRADACAO,2
2016/2017,6,3.93,AC,DESMATAMENTO_CR,26
2016/2017,6,0.06,AC,DESMATAMENTO_VEG,1
2016/2017,6,2.02,AM,CICATRIZ_DE_QUEIMADA,2
2016/2017,6,2.31,AM,CORTE_SELETIVO,1
2016/2017,6,10.72,AM,DEGRADACAO,38
2016/2017,6,182.15,AM,DESMATAMENTO_CR,493
2016/2017,6,4.98,AM,DESMATAMENTO_VEG,21
2016/2017,6,0.12,AM,MINERACAO,1
2016/2017,6,0.93,MA,CICATRIZ_DE_QUEIMADA,2
2016/2017,6,3.67,MA,DEGRADACAO,5
2016/2017,6,10.93,MA,DESMATAMENTO_CR,49
2016/2017,6,5.87,MA,DESMATAMENTO_VEG,23
2016/2017,6,10.04,MT,CICATRIZ_DE_QUEIMADA,13
2016/2017,6,12.47,MT,CS_DESORDENADO,4
2016/2017,6,33.24,MT,CS_GEOMETRICO,11
2016/2017,6,44.86,MT,DEGRADACAO,48
2016/2017,6,109.98,MT,DESMATAMENTO_CR,350
2016/2017,6,2.13,MT,DESMATAMENTO_VEG,7
2016/2017,6,1.09,MT,MINERACAO,10
2016/2017,6,29.92,PA,CICATRIZ_DE_QUEIMADA,10
2016/2017,6,4.83,PA,CS_DESORDENADO,4
2016/2017,6,1.01,PA,CS_GEOMETRICO,1
2016/2017,6,49.09,PA,DEGRADACAO,89
2016/2017,6,82.95,PA,DESMATAMENTO_CR,303
2016/2017,6,62.68,PA,DESMATAMENTO_VEG,186
2016/2017,6,18.21,PA,MINERACAO,160
2016/2017,6,0.59,RO,CICATRIZ_DE_QUEIMADA,2
2016/2017,6,2.09,RO,CS_GEOMETRICO,1
2016/2017,6,19.72,RO,DEGRADACAO,53
2016/2017,6,110.74,RO,DESMATAMENTO_CR,441
2016/2017,6,8.94,RO,DESMATAMENTO_VEG,36
2016/2017,6,31.56,TO,CICATRIZ_DE_QUEIMADA,5
2016/2017,6,3.57,TO,DESMATAMENTO_CR,17
2016/2017,6,0.17,TO,DESMATAMENTO_VEG,2
2016/2017,7,2.68,AC,DEGRADACAO,8
2016/2017,7,7.48,AC,DESMATAMENTO_CR,53
2016/2017,7,7.81,AM,DEGRADACAO,30
2016/2017,7,78.9,AM,DESMATAMENTO_CR,261
2016/2017,7,1.41,AM,DESMATAMENTO_VEG,7
2016/2017,7,16.51,MA,CICATRIZ_DE_QUEIMADA,9
2016/2017,7,1.57,MA,DEGRADACAO,4
2016/2017,7,7.28,MA,DESMATAMENTO_CR,34
2016/2017,7,0.87,MA,DESMATAMENTO_VEG,5
2016/2017,7,13.71,MT,CICATRIZ_DE_QUEIMADA,9
2016/2017,7,34.42,MT,CS_DESORDENADO,9
2016/2017,7,54.49,MT,CS_GEOMETRICO,12
2016/2017,7,62.08,MT,DEGRADACAO,52
2016/2017,7,107.2,MT,DESMATAMENTO_CR,323
2016/2017,7,2.56,MT,DESMATAMENTO_VEG,13
2016/2017,7,0.16,MT,MINERACAO,2
2016/2017,7,9.78,PA,CICATRIZ_DE_QUEIMADA,6
2016/2017,7,37.15,PA,CS_DESORDENADO,11
2016/2017,7,57.31,PA,DEGRADACAO,112
2016/2017,7,128.41,PA,DESMATAMENTO_CR,459
2016/2017,7,36.6,PA,DESMATAMENTO_VEG,114
2016/2017,7,1.97,PA,MINERACAO,19
2016/2017,7,5.09,RO,CS_DESORDENADO,1
2016/2017,7,24.77,RO,DEGRADACAO,61
2016/2017,7,78.01,RO,DESMATAMENTO_CR,377
2016/2017,7,5.83,RO,DESMATAMENTO_VEG,19
2016/2017,7,0.18,RO,MINERACAO,2
2016/2017,7,0.31,TO,DEGRADACAO,1
2016/2017,7,0.46,TO,DESMATAMENTO_CR,4
2016/2017,7,0.21,TO,DESMATAMENTO_VEG,1
2017/2018,8,1.55,AM,CICATRIZ_DE_QUEIMADA,4
2017/2018,8,7.6,AM,DEGRADACAO,37
2017/2018,8,49.16,AM,DESMATAMENTO_CR,189
2017/2018,8,13.97,MA,CICATRIZ_DE_QUEIMADA,13
2017/2018,8,61.43,MA,DEGRADACAO,10
2017/2018,8,5.24,MA,DESMATAMENTO_CR,29
2017/2018,8,38.89,MT,CICATRIZ_DE_QUEIMADA,37
2017/2018,8,116.72,MT,CS_DESORDENADO,36
2017/2018,8,84.48,MT,CS_GEOMETRICO,28
2017/2018,8,138.99,MT,DEGRADACAO,143
2017/2018,8,90.18,MT,DESMATAMENTO_CR,364
2017/2018,8,0.07,MT,MINERACAO,1
2017/2018,8,41.15,PA,CICATRIZ_DE_QUEIMADA,109
2017/2018,8,17.49,PA,CS_DESORDENADO,7
2017/2018,8,35.75,PA,CS_GEOMETRICO,6
2017/2018,8,42.04,PA,DEGRADACAO,56
2017/2018,8,48.63,PA,DESMATAMENTO_CR,265
2017/2018,8,0.81,PA,DESMATAMENTO_VEG,3
2017/2018,8,1.24,PA,MINERACAO,14
2017/2018,8,0.47,RO,CICATRIZ_DE_QUEIMADA,3
2017/2018,8,1.15,RO,CS_DESORDENADO,1
2017/2018,8,0.66,RO,CS_GEOMETRICO,1
2017/2018,8,13.83,RO,DEGRADACAO,67
2017/2018,8,80.91,RO,DESMATAMENTO_CR,376
2017/2018,8,0.11,RO,MINERACAO,1
2017/2018,8,0.52,TO,CICATRIZ_DE_QUEIMADA,1
2017/2018,8,1.27,TO,DESMATAMENTO_CR,6
2017/2018,9,0.6,AC,CICATRIZ_DE_QUEIMADA,3
2017/2018,9,0.09,AC,DEGRADACAO,1
2017/2018,9,0.43,AC,DESMATAMENTO_CR,3
2017/2018,9,1.43,AM,CICATRIZ_DE_QUEIMADA,5
2017/2018,9,7.09,AM,DEGRADACAO,14
2017/2018,9,20.56,AM,DESMATAMENTO_CR,85
2017/2018,9,886.3,MA,CICATRIZ_DE_QUEIMADA,683
2017/2018,9,4.27,MA,DEGRADACAO,5
2017/2018,9,17.82,MA,DESMATAMENTO_CR,45
2017/2018,9,2829.62,MT,CICATRIZ_DE_QUEIMADA,1458
2017/2018,9,46.32,MT,CS_DESORDENADO,19
2017/2018,9,53.74,MT,CS_GEOMETRICO,18
2017/2018,9,225.49,MT,DEGRADACAO,208
2017/2018,9,109.83,MT,DESMATAMENTO_CR,314
2017/2018,9,0.12,MT,MINERACAO,1
2017/2018,9,2867.63,PA,CICATRIZ_DE_QUEIMADA,1681
2017/2018,9,11.23,PA,CS_DESORDENADO,5
2017/2018,9,21.16,PA,CS_GEOMETRICO,7
2017/2018,9,71.26,PA,DEGRADACAO,171
2017/2018,9,164.4,PA,DESMATAMENTO_CR,925
2017/2018,9,1.81,PA,MINERACAO,16
2017/2018,9,33.63,RO,CICATRIZ_DE_QUEIMADA,77
2017/2018,9,13.04,RO,CS_DESORDENADO,4
2017/2018,9,14.4,RO,CS_GEOMETRICO,3
2017/2018,9,23.41,RO,DEGRADACAO,83
2017/2018,9,82.74,RO,DESMATAMENTO_CR,452
2017/2018,9,357.01,TO,CICATRIZ_DE_QUEIMADA,273
2017/2018,9,2.12,TO,DEGRADACAO,2
2017/2018,9,4.85,TO,DESMATAMENTO_CR,20
2017/2018,10,0.66,AC,CICATRIZ_DE_QUEIMADA,1
2017/2018,10,7.74,AC,CS_DESORDENADO,3
2017/2018,10,3.52,AC,DEGRADACAO,12
2017/2018,10,36.27,AC,DESMATAMENTO_CR,283
2017/2018,10,20.74,AM,CICATRIZ_DE_QUEIMADA,26
2017/2018,10,15.66,AM,CS_DESORDENADO,2
2017/2018,10,7.1,AM,DEGRADACAO,27
2017/2018,10,69.23,AM,DESMATAMENTO_CR,276
2017/2018,10,0.48,AM,DESMATAMENTO_VEG,6
2017/2018,10,0.07,AM,MINERACAO,1
2017/2018,10,1.45,AP,DESMATAMENTO_CR,13
2017/2018,10,401.74,MA,CICATRIZ_DE_QUEIMADA,316
2017/2018,10,8.95,MA,DESMATAMENTO_CR,31
2017/2018,10,1344.05,MT,CICATRIZ_DE_QUEIMADA,749
2017/2018,10,35.89,MT,CS_DESORDENADO,9
2017/2018,10,18.2,MT,CS_GEOMETRICO,7
2017/2018,10,194.77,MT,DEGRADACAO,151
2017/2018,10,101.74,MT,DESMATAMENTO_CR,344
2017/2018,10,3689.36,PA,CICATRIZ_DE_QUEIMADA,1092
2017/2018,10,18.41,PA,CS_DESORDENADO,5
2017/2018,10,9.89,PA,CS_GEOMETRICO,4
2017/2018,10,128.75,PA,DEGRADACAO,152
2017/2018,10,103.16,PA,DESMATAMENTO_CR,553
2017/2018,10,2.54,PA,MINERACAO,24
2017/2018,10,21.73,RO,CICATRIZ_DE_QUEIMADA,20
2017/2018,10,35.08,RO,CS_DESORDENADO,10
2017/2018,10,47.73,RO,DEGRADACAO,47
2017/2018,10,112.45,RO,DESMATAMENTO_CR,579
2017/2018,10,4.51,RR,DEGRADACAO,6
2017/2018,10,3.07,RR,DESMATAMENTO_CR,24
2017/2018,10,0.11,RR,DESMATAMENTO_VEG,1
2017/2018,10,173.15,TO,CICATRIZ_DE_QUEIMADA,93
2017/2018,10,2.04,TO,DEGRADACAO,2
2017/2018,11,0.36,AC,CICATRIZ_DE_QUEIMADA,1
2017/2018,11,3.78,AC,DEGRADACAO,25
2017/2018,11,37.44,AC,DESMATAMENTO_CR,355
2017/2018,11,2.14,AC,DESMATAMENTO_VEG,22
2017/2018,11,0.21,AM,CICATRIZ_DE_QUEIMADA,1
2017/2018,11,9.19,AM,CS_DESORDENADO,2
2017/2018,11,2.69,AM,DEGRADACAO,13
2017/2018,11,22.6,AM,DESMATAMENTO_CR,133
2017/2018,11,0.44,AM,DESMATAMENTO_VEG,4
2017/2018,11,0.2,AM,MINERACAO,2
2017/2018,11,2.02,AP,DEGRADACAO,5
2017/2018,11,5.02,AP,DESMATAMENTO_CR,45
2017/2018,11,12.74,MA,CICATRIZ_DE_QUEIMADA,11
2017/2018,11,1.8,MA,DESMATAMENTO_CR,5
2017/2018,11,390.85,MT,CICATRIZ_DE_QUEIMADA,211
2017/2018,11,71.18,MT,CS_DESORDENADO,24
2017/2018,11,21.82,MT,CS_GEOMETRICO,9
2017/2018,11,79.63,MT,DEGRADACAO,92
2017/2018,11,60.63,MT,DESMATAMENTO_CR,223
2017/2018,11,985.09,PA,CICATRIZ_DE_QUEIMADA,400
2017/2018,11,10.05,PA,CS_DESORDENADO,2
2017/2018,11,58.98,PA,CS_GEOMETRICO,10
2017/2018,11,78.6,PA,DEGRADACAO,168
2017/2018,11,179.61,PA,DESMATAMENTO_CR,1015
2017/2018,11,0.16,PA,DESMATAMENTO_VEG,2
2017/2018,11,3.37,PA,MINERACAO,36
2017/2018,11,5.69,RO,CICATRIZ_DE_QUEIMADA,10
2017/2018,11,69.39,RO,CS_DESORDENADO,7
2017/2018,11,3.13,RO,CS_GEOMETRICO,1
2017/2018,11,12.85,RO,DEGRADACAO,21
2017/2018,11,31.36,RO,DESMATAMENTO_CR,166
2017/2018,11,0.62,RR,CICATRIZ_DE_QUEIMADA,1
2017/2018,11,2.83,RR,CS_DESORDENADO,1
2017/2018,11,2.21,RR,DEGRADACAO,4
2017/2018,11,7.32,RR,DESMATAMENTO_CR,35
2017/2018,11,0.28,RR,DESMATAMENTO_VEG,3
2017/2018,11,122.18,TO,CICATRIZ_DE_QUEIMADA,43
2017/2018,11,0.74,TO,DEGRADACAO,2
2017/2018,11,1.72,TO,DESMATAMENTO_CR,1
2017/2018,12,1.69,AC,DEGRADACAO,10
2017/2018,12,2.41,AC,DESMATAMENTO_CR,21
2017/2018,12,0.7,AC,DESMATAMENTO_VEG,3
2017/2018,12,0.91,AM,CICATRIZ_DE_QUEIMADA,1
2017/2018,12,28.34,AM,CS_DESORDENADO,3
2017/2018,12,5.48,AM,DEGRADACAO,20
2017/2018,12,11.69,AM,DESMATAMENTO_CR,97
2017/2018,12,1.09,AM,DESMATAMENTO_VEG,12
2017/2018,12,0.07,AM,MINERACAO,1
2017/2018,12,2.58,AP,CICATRIZ_DE_QUEIMADA,9
2017/2018,12,0.81,AP,DEGRADACAO,2
2017/2018,12,3.15,AP,DESMATAMENTO_CR,14
2017/2018,12,14.27,MA,CICATRIZ_DE_QUEIMADA,14
2017/2018,12,0.37,MA,DESMATAMENTO_CR,1
2017/2018,12,938.28,MT,CICATRIZ_DE_QUEIMADA,449
2017/2018,12,10.2,MT,CS_DESORDENADO,9
2017/2018,12,43.63,MT,CS_GEOMETRICO,19
2017/2018,12,107.99,MT,DEGRADACAO,92
2017/2018,12,85.65,MT,DESMATAMENTO_CR,185
2017/2018,12,0.13,MT,DESMATAMENTO_VEG,1
2017/2018,12,0.66,MT,MINERACAO,8
2017/2018,12,139.79,PA,CICATRIZ_DE_QUEIMADA,100
2017/2018,12,2.04,PA,CS_DESORDENADO,1
2017/2018,12,100.19,PA,DEGRADACAO,154
2017/2018,12,104.25,PA,DESMATAMENTO_CR,559
2017/2018,12,0.45,PA,DESMATAMENTO_VEG,4
2017/2018,12,2.88,PA,MINERACAO,28
2017/2018,12,19.3,RO,CICATRIZ_DE_QUEIMADA,19
2017/2018,12,6.82,RO,CS_DESORDENADO,6
2017/2018,12,5.45,RO,CS_GEOMETRICO,3
2017/2018,12,15.09,RO,DEGRADACAO,47
2017/2018,12,47.11,RO,DESMATAMENTO_CR,289
2017/2018,12,1.17,RO,DESMATAMENTO_VEG,6
2017/2018,12,0.08,RO,MINERACAO,2
2017/2018,12,1.49,RR,CICATRIZ_DE_QUEIMADA,7
2017/2018,12,18.3,RR,CS_DESORDENADO,10
2017/2018,12,2.89,RR,CS_GEOMETRICO,1
2017/2018,12,23.89,RR,DEGRADACAO,25
2017/2018,12,23.19,RR,DESMATAMENTO_CR,103
2017/2018,12,0.98,RR,DESMATAMENTO_VEG,2
2017/2018,12,4.62,TO,CICATRIZ_DE_QUEIMADA,2
2017/2018,12,1.48,TO,DESMATAMENTO_CR,2
2017/2018,1,0.26,AC,DESMATAMENTO_CR,2
2017/2018,1,0.32,AC,DESMATAMENTO_VEG,2
2017/2018,1,1.63,AM,CICATRIZ_DE_QUEIMADA,6
2017/2018,1,2.11,AM,CS_DESORDENADO,2
2017/2018,1,6.65,AM,DESMATAMENTO_CR,30
2017/2018,1,0.88,AM,DESMATAMENTO_VEG,6
2017/2018,1,0.17,AM,MINERACAO,1
2017/2018,1,1.66,MA,CICATRIZ_DE_QUEIMADA,3
2017/2018,1,1.2,MA,DEGRADACAO,6
2017/2018,1,6.33,MA,DESMATAMENTO_CR,32
2017/2018,1,1349.87,MT,CICATRIZ_DE_QUEIMADA,341
2017/2018,1,61.14,MT,CS_GEOMETRICO,12
2017/2018,1,34.22,MT,DEGRADACAO,38
2017/2018,1,50.2,MT,DESMATAMENTO_CR,109
2017/2018,1,21.04,MT,DESMATAMENTO_VEG,5
2017/2018,1,0.29,MT,MINERACAO,3
2017/2018,1,109.64,PA,CICATRIZ_DE_QUEIMADA,94
2017/2018,1,44.55,PA,DEGRADACAO,81
2017/2018,1,33.27,PA,DESMATAMENTO_CR,188
2017/2018,1,0.35,PA,DESMATAMENTO_VEG,3
2017/2018,1,5.2,PA,MINERACAO,50
2017/2018,1,3.45,RO,CS_DESORDENADO,1
2017/2018,1,3.2,RO,DEGRADACAO,10
2017/2018,1,16.83,RO,DESMATAMENTO_CR,104
2017/2018,1,2.14,RO,DESMATAMENTO_VEG,17
2017/2018,1,0.35,RR,CICATRIZ_DE_QUEIMADA,2
2017/2018,1,5.15,RR,CS_DESORDENADO,2
2017/2018,1,123.42,RR,DEGRADACAO,61
2017/2018,1,32.71,RR,DESMATAMENTO_CR,201
2017/2018,1,2.55,RR,DESMATAMENTO_VEG,16
2017/2018,1,126.55,TO,CICATRIZ_DE_QUEIMADA,40
2017/2018,1,3.39,TO,DESMATAMENTO_CR,12
2017/2018,2,0.89,AM,DEGRADACAO,4
2017/2018,2,0.18,AM,MINERACAO,2
2017/2018,2,37.52,MA,CICATRIZ_DE_QUEIMADA,83
2017/2018,2,1.92,MA,DEGRADACAO,3
2017/2018,2,7.36,MA,DESMATAMENTO_CR,48
2017/2018,2,0.19,MA,DESMATAMENTO_VEG,2
2017/2018,2,21.18,MT,CICATRIZ_DE_QUEIMADA,15
2017/2018,2,19.58,MT,DEGRADACAO,37
2017/2018,2,31.89,MT,DESMATAMENTO_CR,103
2017/2018,2,0.6,MT,DESMATAMENTO_VEG,3
2017/2018,2,328.99,PA,CICATRIZ_DE_QUEIMADA,342
2017/2018,2,72.39,PA,DEGRADACAO,119
2017/2018,2,95.72,PA,DESMATAMENTO_CR,472
2017/2018,2,6.07,PA,DESMATAMENTO_VEG,15
2017/2018,2,0.25,PA,MINERACAO,2
2017/2018,2,1.45,RO,DEGRADACAO,7
2017/2018,2,2.88,RO,DESMATAMENTO_CR,13
2017/2018,2,18.95,TO,CICATRIZ_DE_QUEIMADA,11
2017/2018,2,1.18,TO,DESMATAMENTO_CR,6
2017/2018,3,0.35,AC,CICATRIZ_DE_QUEIMADA,1
2017/2018,3,0.08,AC,DESMATAMENTO_CR,1
2017/2018,3,6.72,AC,DESMATAMENTO_VEG,39
2017/2018,3,7.54,AM,CICATRIZ_DE_QUEIMADA,8
2017/2018,3,0.91,AM,CS_DESORDENADO,1
2017/2018,3,1.61,AM,CS_GEOMETRICO,1
2017/2018,3,1.84,AM,DEGRADACAO,10
2017/2018,3,32.75,AM,DESMATAMENTO_CR,78
2017/2018,3,6.94,AM,DESMATAMENTO_VEG,20
2017/2018,3,9.36,MA,CICATRIZ_DE_QUEIMADA,15
2017/2018,3,8.9,MA,DEGRADACAO,30
2017/2018,3,18.49,MA,DESMATAMENTO_CR,64
2017/2018,3,0.31,MA,DESMATAMENTO_VEG,1
2017/2018,3,0.06,MA,MINERACAO,1
2017/2018,3,322.2,MT,CICATRIZ_DE_QUEIMADA,154
2017/2018,3,75.58,MT,CS_GEOMETRICO,19
2017/2018,3,94.4,MT,DEGRADACAO,90
2017/2018,3,107.5,MT,DESMATAMENTO_CR,250
2017/2018,3,9.95,MT,DESMATAMENTO_VEG,20
2017/2018,3,0.22,MT,MINERACAO,2
2017/2018,3,105.07,PA,CICATRIZ_DE_QUEIMADA,108
2017/2018,3,9.74,PA,CS_DESORDENADO,1
2017/2018,3,11.77,PA,CS_GEOMETRICO,5
2017/2018,3,118.06,PA,DEGRADACAO,235
2017/2018,3,55.95,PA,DESMATAMENTO_CR,327
2017/2018,3,8.18,PA,DESMATAMENTO_VEG,55
2017/2018,3,4.16,PA,MINERACAO,41
2017/2018,3,5.43,RO,CICATRIZ_DE_QUEIMADA,6
2017/2018,3,0.4,RO,CS_DESORDENADO,1
2017/2018,3,10.61,RO,CS_GEOMETRICO,3
2017/2018,3,8.49,RO,DEGRADACAO,32
2017/2018,3,32.31,RO,DESMATAMENTO_CR,146
2017/2018,3,1.51,RO,DESMATAMENTO_VEG,6
